สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ/สำนักวิชา,ชื่อหลักสูตร,รายละเอียด,สาขาวิชา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน,คะแนนต่ำสุด,คะแนนสูงสุด
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902401A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษายุโรปเพื่อการสื่อสารสากล,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,ภาษาฝรั่งเศส,0,25,11,4,27.2500,41.7845
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902501A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาอังกฤษ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,15,176,15,50.3470,60.8263
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902701A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาอาหรับเพื่อธุรกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,40,26,9,31.5693,54.3125
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220903001A,คณะมนุษยศาสตร์และสังคมศาสตร์,วท.บ. ภูมิศาสตร์,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,50,5,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220903501A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. สังคมวิทยาและมานุษยวิทยา,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,55,22,26.2013,53.3750
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220903601A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. พัฒนาสังคม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,85,30,29.2708,49.5278
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220903701A,คณะมนุษยศาสตร์และสังคมศาสตร์,สส.บ. สังคมสงเคราะห์ศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,10,39,10,37.9095,59.1943
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100221610801A,คณะวิทยาการอิสลาม,บธ.บ. นวัตกรรมธุรกิจอิสลาม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission (ศิลป์คำนวณ),,0,5,0,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100221610801A,คณะวิทยาการอิสลาม,บธ.บ. นวัตกรรมธุรกิจอิสลาม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission (เลือกสอบภาษาฝรั่งเศษ),,0,5,0,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100221610801A,คณะวิทยาการอิสลาม,บธ.บ. นวัตกรรมธุรกิจอิสลาม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission (วิทย์),,0,5,6,2,22.8055,23.2635
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100221610801A,คณะวิทยาการอิสลาม,บธ.บ. นวัตกรรมธุรกิจอิสลาม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,15,29,10,21.5270,45.5550
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100221703701A,คณะวิทยาการอิสลาม,ศษ.บ. การสอนอิสลามศึกษา,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,22,110,22,51.8470,67.3330
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100221902901A,คณะวิทยาการอิสลาม,ศศ.บ. อิสลามศึกษาและกฎหมายอิสลาม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,20,27,9,30.8330,41.9440
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100221902902E,คณะวิทยาการอิสลาม,ศศ.บ. อิสลามศึกษา (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,10,14,4,28.4025,33.6805
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100222800501A,คณะศิลปกรรมศาสตร์,ศป.บ.ศิลปกรรมศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,ออกแบบแฟชั่น,0,10,9,2,33.3162,39.1665
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100222800501A,คณะศิลปกรรมศาสตร์,ศป.บ.ศิลปกรรมศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,ทัศนศิลป์,0,15,12,5,33.7412,47.8831
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100222800501A,คณะศิลปกรรมศาสตร์,ศป.บ.ศิลปกรรมศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,ออกแบบประยุกต์ศิลป์,0,20,8,3,37.6166,50.4580
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100223220101A,คณะวิทยาการสื่อสาร,วท.บ. คอมพิวเตอร์และวิทยาการสารสนเทศเพื่อการจัดการ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 รับตรงร่วมกัน ปวช.,,3261,30,1,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100223220101A,คณะวิทยาการสื่อสาร,วท.บ. คอมพิวเตอร์และวิทยาการสารสนเทศเพื่อการจัดการ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 รับตรงร่วมกัน พื้นฐานศิลป์,,3261,30,12,3,20.9276,31.3166
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100223220101A,คณะวิทยาการสื่อสาร,วท.บ. คอมพิวเตอร์และวิทยาการสารสนเทศเพื่อการจัดการ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 รับตรงร่วมกัน พื้นฐานวิทย์,,3261,30,23,7,25.4222,42.0666
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100223900801A,คณะวิทยาการสื่อสาร,ศศ.บ. นวัตกรรมการออกแบบสื่อ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 รับตรงร่วมกัน,,0,30,48,23,27.6805,52.9028
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100223901101A,คณะวิทยาการสื่อสาร,นศ.บ. นิเทศศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 รับตรงร่วมกัน,,0,30,44,19,28.1318,55.5625
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100224903201A,คณะรัฐศาสตร์,ร.บ. รัฐศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,นโยบายสาธารณะ,0,35,27,8,33.1943,38.5763
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100224903201A,คณะรัฐศาสตร์,ร.บ. รัฐศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,การปกครองท้องถิ่น,0,40,117,40,33.9165,48.7845
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100224903201A,คณะรัฐศาสตร์,ร.บ. รัฐศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,การปกครอง,0,40,167,40,37.8680,52.9305
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100224903201A,คณะรัฐศาสตร์,ร.บ. รัฐศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,ความสัมพันธ์ระหว่างประเทศ,0,40,168,40,41.1250,60.2430
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100225111701A,คณะพยาบาลศาสตร์ วิทยาเขตปัตตานี,พย.บ. พยาบาลศาสตรบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,23,750,23,37.2616,40.5697
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100326610801E,คณะการบริการและการท่องเที่ยว,บธ.บ. การจัดการนวัตกรรมทางธุรกิจ (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,42,4,33.4720,56.1805
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100326620101E,คณะการบริการและการท่องเที่ยว,บธ.บ. การจัดการการบริการ (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,39,11,28.1940,53.4720
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100326620102E,คณะการบริการและการท่องเที่ยว,บธ.บ. การจัดการการท่องเที่ยว (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,47,19,26.0415,60.9025
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327901801E,คณะวิเทศศึกษา,ศศ.บ. ธุรกิจระหว่างประเทศ: จีน (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,50,37,12,37.0830,56.1805
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327903901E,คณะวิเทศศึกษา,ศศ.บ. นานาชาติศึกษา (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,ไทยและอาเซียนศึกษา,0,20,7,4,33.1940,38.8190
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327903901E,คณะวิเทศศึกษา,ศศ.บ. นานาชาติศึกษา (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,เกาหลีศึกษา,0,20,18,10,17.6385,55.4165
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327903901E,คณะวิเทศศึกษา,ศศ.บ. นานาชาติศึกษา (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,ยุโรปศึกษา,0,20,19,7,33.0555,63.6805
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327903901E,คณะวิเทศศึกษา,ศศ.บ. นานาชาติศึกษา (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,จีนศึกษา,0,20,21,6,32.7775,57.3610
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328211901A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีภูมิสารสนเทศสิ่งแวดล้อม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ปวช.,,0,10,0,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328211901A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีภูมิสารสนเทศสิ่งแวดล้อม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,20,0,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328211901A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีภูมิสารสนเทศสิ่งแวดล้อม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,20,3,1,30.4932,30.4932
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328211901A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีภูมิสารสนเทศสิ่งแวดล้อม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 3,,0,20,3,1,36.0135,36.0135
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213001A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. วิทยาศาสตร์ทางทะเลและการจัดการชายฝั่ง,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ปวช.,,0,10,0,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213001A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. วิทยาศาสตร์ทางทะเลและการจัดการชายฝั่ง,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,20,6,1,31.3460,31.3460
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213001A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. วิทยาศาสตร์ทางทะเลและการจัดการชายฝั่ง,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 3,,0,20,14,5,33.8885,42.2775
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213001A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. วิทยาศาสตร์ทางทะเลและการจัดการชายฝั่ง,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,20,20,8,16.2688,29.7510
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213101A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีและการจัดการสิ่งแวดล้อม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ปวช.,,0,10,0,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213101A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีและการจัดการสิ่งแวดล้อม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,20,3,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213101A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีและการจัดการสิ่งแวดล้อม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 3,,0,20,3,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213101A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีและการจัดการสิ่งแวดล้อม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,20,3,1,24.3154,24.3154
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329210801E,วิทยาลัยการคอมพิวเตอร์,วท.บ. ธุรกิจดิจิทัล (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,40,20,3,47.6380,65.2770
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329220101A,วิทยาลัยการคอมพิวเตอร์,วท.บ. การคอมพิวเตอร์,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,30,15,5,29.4440,53.2775
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329220101A,วิทยาลัยการคอมพิวเตอร์,วท.บ. การคอมพิวเตอร์,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,30,22,3,23.7360,49.9580
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329300501E,วิทยาลัยการคอมพิวเตอร์,วศ.บ. วิศวกรรมดิจิทัล  (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,30,12,3,30.6805,42.0830
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329300501E,วิทยาลัยการคอมพิวเตอร์,วศ.บ. วิศวกรรมดิจิทัล  (หลักสูตรนานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,30,17,8,34.8330,58.9300
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329303701A,วิทยาลัยการคอมพิวเตอร์,วศ.บ. วิศวกรรมปัญญาประดิษฐ์และระบบอัจฉริยะ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,20,6,0,26.8330,26.8330
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329303701A,วิทยาลัยการคอมพิวเตอร์,วศ.บ. วิศวกรรมปัญญาประดิษฐ์และระบบอัจฉริยะ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,20,22,8,32.7495,69.5275
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430210401A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. เคมีเพื่ออุตสาหกรรม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,16,5,32.3745,50.7635
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430212801A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. เทคโนโลยีการจัดการอุตสาหกรรมวัสดุ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,45,2,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430213101A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. สิ่งแวดล้อมเพื่อความยั่งยืน,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,36,7,1,52.4995,52.4995
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430213102A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. อาชีวอนามัยและความปลอดภัย,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,60,67,19,17.1750,36.7250
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430220101A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. เทคโนโลยีสารสนเทศ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,42,16,5,34.4440,51.3470
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430303501A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ. การจัดการงานวิศวกรรม,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,16,2,45.3190,45.4995
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431610501A,คณะศิลปศาสตร์และวิทยาการจัดการ,บช.บ. บัญชีบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,94,27,25.0000,54.3050
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431610801A,คณะศิลปศาสตร์และวิทยาการจัดการ,บธ.บ. การจัดการธุรกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,30,69,13,35.8330,56.6660
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431611101A,คณะศิลปศาสตร์และวิทยาการจัดการ,ศ.บ. เศรษฐศาสตร์ธุรกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,50,31,4,32.3610,46.3880
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431620101A,คณะศิลปศาสตร์และวิทยาการจัดการ,บธ.บ. การจัดการธุรกิจการท่องเที่ยว,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,50,42,9,33.1940,58.8880
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431903101A,คณะศิลปศาสตร์และวิทยาการจัดการ,รป.บ. การจัดการรัฐกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,36,49,12,27.5555,46.9720
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100432901801I,วิทยาลัยนานาชาติ วิทยาเขตสุราษฎร์ธานี,ศศ.บ. ภาษาจีนเพื่อการสื่อสารทางธุรกิจ (นานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,20,27,8,57.2500,68.2080
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100432902501A,วิทยาลัยนานาชาติ วิทยาเขตสุราษฎร์ธานี,ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสารทางธุรกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,39,55,17,20.2770,65.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100432902502F,วิทยาลัยนานาชาติ วิทยาเขตสุราษฎร์ธานี,ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสารทางธุรกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,6,8,3,33.0550,53.4720
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100432903901E,วิทยาลัยนานาชาติ สุราษฎร์ธานี,ศศ.บ. ภาษาเพื่อการสื่อสารทางธุรกิจระหว่างประเทศ (นานาชาติ),โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission,,0,18,7,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433211001A,โครงการจัดตั้งคณะนวัตกรรมการเกษตรและประมง,วท.บ. เทคโนโลยีอาหาร,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,30,5,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433211001A,โครงการจัดตั้งคณะนวัตกรรมการเกษตรและประมง,วท.บ. เทคโนโลยีอาหาร,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,30,17,2,87.2500,88.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500401A,โครงการจัดตั้งคณะนวัตกรรมการเกษตรและประมง,วท.บ. วิทยาศาสตร์และเทคโนโลยีการเกษตร,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,60,2,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500401A,โครงการจัดตั้งคณะนวัตกรรมการเกษตรและประมง,วท.บ. วิทยาศาสตร์และเทคโนโลยีการเกษตร,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,60,19,5,55.2500,86.2500
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500601A,โครงการจัดตั้งคณะนวัตกรรมการเกษตรและประมง,วท.บ. ทรัพยากรประมง,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 1,,0,30,2,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500601A,โครงการจัดตั้งคณะนวัตกรรมการเกษตรและประมง,วท.บ. ทรัพยากรประมง,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบที่ 2,,0,30,22,8,59.2500,95.0000
มหาวิทยาลัยสงขลานครินทร์,ตรัง,10100534610501A,คณะพาณิชยศาสตร์และการจัดการ,บช.บ. บัญชีบัณฑิต,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,,0,60,172,60,27.3610,64.0270
มหาวิทยาลัยสงขลานครินทร์,ตรัง,10100534610601A,คณะพาณิชยศาสตร์และการจัดการ,บธ.บ. การตลาด,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,,0,50,55,13,28.1940,52.2220
มหาวิทยาลัยสงขลานครินทร์,ตรัง,10100534610701A,คณะพาณิชยศาสตร์และการจัดการ,บธ.บ. ธุรกิจดิจิทัล,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,,0,40,17,3,37.3610,45.2770
มหาวิทยาลัยสงขลานครินทร์,ตรัง,10100534610801A,คณะพาณิชยศาสตร์และการจัดการ,บธ.บ. การเงิน ประกันภัยและการจัดการความเสี่ยง,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,,0,40,11,3,22.8055,44.6525
มหาวิทยาลัยสงขลานครินทร์,ตรัง,10100534610901A,คณะพาณิชยศาสตร์และการจัดการ,บธ.บ. การจัดการสารสนเทศและเทคโนโลยีดิจิทัล,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,,0,50,18,1,48.3330,48.3330
มหาวิทยาลัยสงขลานครินทร์,ตรัง,10100534620101A,คณะพาณิชยศาสตร์และการจัดการ,บธ.บ. การจัดการการท่องเที่ยว,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,,0,50,22,3,30.4860,47.3610
มหาวิทยาลัยสงขลานครินทร์,ตรัง,10100534902501H,คณะพาณิชยศาสตร์และการจัดการ,ศศ.บ. ภาษาอังกฤษธุรกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,,0,32,21,5,39.3055,65.6250
