ลำดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,รหัสรับร่วม,รับ,สมัคร,ผ่าน,ยืนยันสิทธิ์,อัตราการแข่งขัน,คะแนนสูงสุด,คะแนนต่ำสุด
5778,21520107903701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรสังคมสงเคราะห์ศาสตรบัณฑิต สาขาวิชาสังคมสงเคราะห์ศาสตร์,,,Admission1,,,22,8,3,3,1 : 0.36,83.2500,61.0000
5779,21520107903701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรสังคมสงเคราะห์ศาสตรบัณฑิต สาขาวิชาสังคมสงเคราะห์ศาสตร์,,,Admission2,,,5,1,0,0,1 : 0.2,0.0000,0.0000
5780,21520107904201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสตรศิลปศาสตรบัณฑิต สาขาวิชาการพัฒนาชุมชน,,,Admission1,,,40,38,7,4,1 : 0.95,75.5000,54.2500
5781,21520107904201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสตรศิลปศาสตรบัณฑิต สาขาวิชาการพัฒนาชุมชน,,,Admission2,,,5,5,0,0,1 : 1,0.0000,0.0000
5782,21530111700601A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.การศึกษาปฐมวัย,,,Admission1,,,20,188,23,20,1 : 9.4,64.7500,57.1730
5783,21530111700601A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.การศึกษาปฐมวัย,,,Admission2,,,10,87,11,10,1 : 8.7,15705.2400,12895.2000
5784,21530111700801A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.คณิตศาสตร์,,,Admission1,,,20,115,22,20,1 : 5.75,64.6974,53.1590
5785,21530111700801A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.คณิตศาสตร์,,,Admission2,,,10,81,11,10,1 : 8.1,15612.6000,13621.8000
5786,21530111701001A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.เคมีและวิทยาศาสตร์ทั่วไป,,,Admission1,,,30,11,3,3,1 : 0.37,48.7320,28.2704
5787,21530111701001A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.เคมีและวิทยาศาสตร์ทั่วไป,,,Admission2,,,20,11,1,0,1 : 0.55,0.0000,0.0000
5788,21530111701301A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ชีววิทยาและวิทยาศาสตร์ทั่วไป,,,Admission1,,,30,75,30,27,1 : 2.5,59.6710,39.1054
5789,21530111701301A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ชีววิทยาและวิทยาศาสตร์ทั่วไป,,,Admission2,,,10,37,8,4,1 : 3.7,12768.9000,11651.6400
5790,21530111702001A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ภาษาอังกฤษ,,,Admission1,,,30,72,30,24,1 : 2.4,60.8224,28.1340
5791,21530111702001A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ภาษาอังกฤษ,,,Admission2,,,10,36,8,7,1 : 3.6,16676.9400,9094.6400
5792,21530111702002A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ภาษาจีน,,,Admission1,,,10,12,7,7,1 : 1.2,62.5680,52.0280
5793,21530111702002A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ภาษาจีน,,,Admission2,PAT7.4,,3,5,1,0,1 : 1.67,0.0000,0.0000
5794,21530111702003A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ภาษาไทย,,,Admission1,,,20,132,28,20,1 : 6.6,56.4124,50.0100
5795,21530111702003A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ภาษาไทย,,,Admission2,,,5,56,6,5,1 : 11.2,16550.5000,15203.6400
5796,21530111702004D,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ภาษาอังกฤษ,,,Admission1,,,20,8,5,4,1 : 0.4,57.6050,45.1454
5797,21530111702004D,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะครุศาสตร์,ค.บ.ภาษาอังกฤษ,,,Admission2,,,5,4,1,1,1 : 0.8,13501.7400,13501.7400
5798,21530112900701A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ.จิตวิทยา,,,Admission1,,,10,91,13,10,1 : 9.1,71.0430,56.3250
5799,21530112900701A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ.จิตวิทยา,,,Admission2,,,10,65,10,10,1 : 6.5,18464.3000,15192.2000
5800,21530112901001A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,น.บ.นิติศาสตร์,,,Admission1,,,30,50,20,20,1 : 1.67,66.5400,36.1150
5801,21530112901001A,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,น.บ.นิติศาสตร์,,,Admission2,,,10,14,0,0,1 : 1.4,0.0000,0.0000
