สถาบัน,วิทยาเขต,รหัสหลักสูตร,รหัสสาขา,รหัสโครงการ,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน,คะแนนสูงสุด,คะแนนต่ำสุด,ผ่าน DS,คะแนนสูงสุด DS,คะแนนต่ำสุด DS
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300001A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์,,,,305,857,305,80.2664,54.6525,305,80.2664,54.1697
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300501A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,,,,75,279,75,87.9798,65.9408,75,87.9798,65.4614
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300599A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล,,,,90,402,90,82.2091,61.1232,90,82.2091,60.8024
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300601A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,,,,5,115,5,77.3184,61.0700,5,77.3184,59.9318
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121301101A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี,,,,15,150,15,64.1959,51.8766,15,64.1959,51.8766
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121301601A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,,,,15,265,15,83.1336,71.8747,15,83.1336,70.3116
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302101A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,,,,25,104,25,73.4092,54.9197,25,73.4092,53.8152
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302501A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ,,,,30,164,30,54.7290,49.7129,30,54.7290,49.7086
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302701A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,,,,32,197,32,74.2306,51.9756,32,74.2306,50.9510
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302801A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,,,,20,147,20,60.0499,52.0636,18,60.0499,51.1793
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121303001A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,,,,20,73,12,56.5116,48.0022,12,56.5116,48.0022
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121303501A,0,0,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,,,,5,71,5,77.6515,71.2572,5,77.6515,71.2572
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,0,P2208,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,อักษรศาสตร์,,20,2864,20,86.9375,76.7500,20,86.9375,76.7500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,0,P2209,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,อักษรศาสตร์,2231,209,2864,47,89.9375,71.6875,47,89.9375,71.6875
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,0,P2210,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,อักษรศาสตร์,2231,209,2864,9,82.0000,71.1875,9,82.0000,71.1875
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,0,P2211,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,อักษรศาสตร์,2231,209,2864,84,90.1250,71.1250,84,90.1250,70.9375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,0,P2212,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,อักษรศาสตร์,2231,209,2864,16,80.1875,71.1875,17,80.1875,70.9375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,0,P2213,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,อักษรศาสตร์,2231,209,2864,39,88.6875,71.2500,38,88.6875,71.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,0,P2214,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,อักษรศาสตร์,2231,209,2864,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,0,P2215,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,อักษรศาสตร์,2231,209,2864,14,78.9375,71.2500,14,78.9375,71.2500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,D,P2206,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,ภูมิศาสตร์และภูมิสารสนเทศ,,9,414,9,75.6875,71.0000,9,75.6875,71.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,E,P2207,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาสารสนเทศศึกษา,สารสนเทศศึกษา,,10,285,10,74.6250,71.0625,10,74.6250,71.0625
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210301A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,,,,40,320,40,66.6974,50.6818,40,66.6974,50.0896
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210401A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,,,,97,861,97,66.6511,45.0929,97,66.6511,43.4917
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210402A,0,P2307,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีวิศวกรรม,สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 1),เคมีวิศวกรรม,,45,887,45,55.1627,44.1074,45,55.1627,43.8980
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210402A,0,P2308,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีวิศวกรรม,สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 2),เคมีวิศวกรรม,,45,887,45,65.8164,57.4542,45,65.8164,57.3188
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210501A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,,,,51,1813,51,48.2388,39.6379,51,46.1130,38.6735
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210601A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีวเคมี,,,,36,1417,36,78.1796,43.8118,36,78.1796,43.6438
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210701A,0,P2303,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,สาขาวิชาชีววิทยา (รูปแบบที่ 1),,,19,548,19,77.9074,58.2054,19,77.9074,57.4952
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210701A,0,P2304,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,สาขาวิชาชีววิทยา (รูปแบบที่ 2),,,18,548,18,63.8684,57.6304,18,63.8684,56.2326
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210901A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางภาพและการพิมพ์,,,,50,612,50,52.7390,44.8885,50,52.7390,44.1888
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123211001A,0,P2309,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,สาขาวิชาเทคโนโลยีทางอาหาร (รูปแบบที่ 1),เทคโนโลยีทางอาหาร,,40,1706,40,66.7848,56.8098,40,66.7848,56.5992
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123211001A,0,P2310,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,สาขาวิชาเทคโนโลยีทางอาหาร (รูปแบบที่ 2),เทคโนโลยีทางอาหาร,,40,1706,40,54.0630,40.6480,40,54.0630,39.6304
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212301A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธรณีวิทยา,,,,14,244,14,69.8340,56.2306,14,69.8340,55.8572
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212501A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพฤกษศาสตร์,,,,50,783,50,50.5368,42.4332,50,47.5110,41.4218
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212601A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพันธุศาสตร์,,,,50,372,50,56.9484,44.7732,50,56.9484,44.1328
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212701A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,,,,50,255,50,60.2866,44.9739,50,60.2866,44.5633
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212801A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวัสดุศาสตร์และเทคโนโลยี,,วัสดุศาสตร์และเทคโนโลยี,,98,951,98,42.7500,36.1664,98,42.7500,36.0044
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213001A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทางทะเล,,,,43,1634,43,46.5088,41.4956,43,46.5088,40.4269
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213101A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,,,,80,263,80,47.6410,34.5597,80,47.6410,34.1213
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213201A,0,P2305,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตววิทยา,สาขาวิชาสัตววิทยา (รูปแบบที่ 1),,,6,281,6,70.2928,58.4804,6,70.2928,56.5872
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213201A,0,P2306,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตววิทยา,สาขาวิชาสัตววิทยา (รูปแบบที่ 2),,,7,281,7,63.6636,57.3000,7,63.6636,57.1478
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213501A,0,0,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,,,,50,376,50,75.1853,56.5974,50,75.1853,56.3159
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,A,P2401,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,การปกครอง,2431,61,1026,46,86.5853,66.8798,46,86.5853,66.5597
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,A,P2402,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาฝรั่งเศส,การปกครอง,2431,61,1026,5,69.9435,67.5478,6,69.9435,66.7404
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,A,P2403,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาเยอรมัน,การปกครอง,2431,61,1026,3,72.7751,68.4799,2,72.7751,71.6349
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,A,P2404,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาญี่ปุ่น,การปกครอง,2431,61,1026,2,67.5000,66.9904,2,67.5000,66.9904
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,A,P2405,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาเกาหลี,การปกครอง,2431,61,1026,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,A,P2406,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาจีน,การปกครอง,2431,61,1026,2,68.5666,68.0890,2,68.5666,68.0890
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,A,P2407,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาสเปน,การปกครอง,2431,61,1026,3,69.5055,67.1479,3,69.5055,67.1479
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,B,P2408,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,ความสัมพันธ์ระหว่างประเทศ,2432,66,1621,12,86.1202,73.9924,12,86.1202,73.9924
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,B,P2409,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาไทย,ความสัมพันธ์ระหว่างประเทศ,2432,66,1621,34,82.9646,74.0514,34,82.9646,73.8228
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,B,P2410,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาฝรั่งเศส,ความสัมพันธ์ระหว่างประเทศ,2432,66,1621,10,84.2778,74.8648,10,84.2778,74.8648
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,B,P2411,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาเยอรมัน,ความสัมพันธ์ระหว่างประเทศ,2432,66,1621,2,87.6358,78.0400,2,87.6358,78.0400
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,B,P2412,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาญี่ปุ่น,ความสัมพันธ์ระหว่างประเทศ,2432,66,1621,4,80.6232,76.1752,4,80.6232,76.1752
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,B,P2413,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาเกาหลี,ความสัมพันธ์ระหว่างประเทศ,2432,66,1621,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,B,P2414,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาจีน,ความสัมพันธ์ระหว่างประเทศ,2432,66,1621,4,83.2996,74.5256,4,83.2996,74.5256
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,B,P2415,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาสเปน,ความสัมพันธ์ระหว่างประเทศ,2432,66,1621,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,C,P2416,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,สังคมวิทยาและมานุษยวิทยา,2433,64,1381,8,75.5158,70.3588,8,75.5158,69.7695
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,C,P2417,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาไทย,สังคมวิทยาและมานุษยวิทยา,2433,64,1381,47,82.6863,69.9938,48,82.6863,69.8335
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,C,P2418,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาฝรั่งเศส,สังคมวิทยาและมานุษยวิทยา,2433,64,1381,3,72.1558,70.0485,2,71.1760,70.0485
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,C,P2419,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเยอรมัน,สังคมวิทยาและมานุษยวิทยา,2433,64,1381,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,C,P2420,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาญี่ปุ่น,สังคมวิทยาและมานุษยวิทยา,2433,64,1381,3,71.2893,70.3978,3,71.2893,70.3978
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,C,P2421,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเกาหลี,สังคมวิทยาและมานุษยวิทยา,2433,64,1381,1,71.1785,71.1785,1,71.1785,71.1785
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,C,P2422,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาจีน,สังคมวิทยาและมานุษยวิทยา,2433,64,1381,2,72.2973,71.6985,2,72.2973,71.6985
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,C,P2423,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาสเปน,สังคมวิทยาและมานุษยวิทยา,2433,64,1381,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,D,P2424,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,รัฐประศาสนศาสตร์,2434,67,2203,12,71.9382,68.2995,13,71.9382,68.2939
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,D,P2425,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาอังกฤษ,รัฐประศาสนศาสตร์,2434,67,2203,54,74.1873,68.3276,53,74.1873,67.9863
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,D,P2426,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,รัฐประศาสนศาสตร์,2434,67,2203,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,D,P2427,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,รัฐประศาสนศาสตร์,2434,67,2203,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,D,P2428,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,รัฐประศาสนศาสตร์,2434,67,2203,1,70.6644,70.6644,1,70.6644,70.6644
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,D,P2429,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาเกาหลี,รัฐประศาสนศาสตร์,2434,67,2203,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,D,P2430,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาจีน,รัฐประศาสนศาสตร์,2434,67,2203,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,D,P2431,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาสเปน,รัฐประศาสนศาสตร์,2434,67,2203,0,0.0000,0.0000,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400201A,0,0,คณะสถาปัตยกรรมศาสตร์,หลักสูตรการออกแบบอุตสาหกรรมบัณฑิต สาขาวิชาการออกแบบอุตสาหกรรม,,,,10,83,10,67.8000,54.2500,10,67.8000,54.2500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400301A,0,0,คณะสถาปัตยกรรมศาสตร์,หลักสูตรภูมิสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาภูมิสถาปัตยกรรม,,,,14,146,14,58.4000,53.6000,14,58.4000,53.6000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400401A,0,0,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมผังเมือง,,,,12,121,12,55.5500,50.9000,12,55.5500,50.9000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400501A,0,0,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรม,,,,10,175,10,74.3000,59.3500,10,74.3000,59.3000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400701A,0,0,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมภายใน,,,,8,148,8,61.5000,57.9000,8,61.5000,57.9000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610501A,0,P2603,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต (รูปแบบที่ 1),,,202,2972,202,93.7776,86.0860,202,93.7776,86.0724
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610501A,0,P2604,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต (รูปแบบที่ 2),,,60,2972,60,90.7184,59.8872,60,90.7184,59.8872
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610801A,0,P2605,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,หลักสูตรบริหารธุรกิจบัณฑิต (รูปแบบที่ 1),,,200,3305,200,93.0344,83.0400,200,93.0344,82.9248
