สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน ประมวลผลครั้งที่ 1,ผ่าน ประมวลผลครั้งที่ 2,คะแนนสูงสุด ประมวลผลครั้งที่ 1,คะแนนต่ำสุด ประมวลผลครั้งที่ 1,คะแนนสูงสุด ประมวลผลครั้งที่ 2,คะแนนต่ำสุด ประมวลผลครั้งที่ 2
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300001A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์,,0,0,390,"1,417",390,390,82.6000,59.9831,82.6000,59.8830
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,,0,0,80,460,80,80,89.0164,74.9664,89.0164,74.7276
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300599A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล,,0,0,105,735,105,105,85.7888,66.8943,85.7888,66.8886
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121301101A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี,,0,0,20,194,20,20,62.8830,54.2330,62.8830,53.9274
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302101A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,,0,0,10,176,10,10,77.5553,66.0220,77.5553,66.0220
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ,,0,0,20,174,20,20,59.0666,54.5720,59.0666,54.5000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302701A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,,0,0,40,259,40,40,62.1386,55.3442,62.1386,55.1276
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302801A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,,0,0,20,227,20,20,59.8222,57.5500,59.8222,57.5165
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121303001A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,,0,0,15,54,15,15,59.5944,51.7444,59.5944,51.7444
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121303501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,,0,0,5,125,5,5,81.1164,74.5776,81.1164,74.5776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,อักษรศาสตร์,0,20,"1,388",20,20,86.8750,77.5000,86.8750,76.6250
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,อักษรศาสตร์,2231,219,328,36,36,85.6250,73.9375,85.6250,73.8125
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,อักษรศาสตร์,2231,219,111,8,8,82.1250,73.9375,82.1250,73.9375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,อักษรศาสตร์,2231,219,668,74,75,86.1250,74.0000,86.1250,73.7500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,อักษรศาสตร์,2231,219,409,40,41,86.8125,73.9375,86.8125,73.8125
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,อักษรศาสตร์,2231,219,806,32,31,85.9375,74.0000,85.9375,74.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,อักษรศาสตร์,2231,219,37,3,3,85.8750,75.8125,85.8750,75.8125
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,อักษรศาสตร์,2231,219,172,27,27,85.2500,74.0000,85.2500,73.7500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,ภูมิศาสตร์และภูมิสารสนเทศ,0,14,576,13,13,76.8750,69.4375,76.8750,69.4375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาสารสนเทศศึกษา,สารสนเทศศึกษา,0,10,498,10,10,75.7500,73.0625,75.7500,73.0625
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210301A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,,0,0,34,265,35,34,75.0610,55.6500,75.0610,55.4388
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210401A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,,0,0,105,335,105,105,74.0374,42.3499,74.0374,40.1000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210402A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีวิศวกรรม,สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 1),เคมีวิศวกรรม,0,41,248,41,41,59.1192,45.5024,59.1192,45.2886
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210402A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีวิศวกรรม,สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 2),เคมีวิศวกรรม,0,41,"1,030",41,41,73.4332,64.0054,73.4332,63.7994
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,,0,0,45,169,45,45,58.4208,33.6308,58.4208,33.3166
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210601A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีวเคมี,,0,0,40,128,40,40,59.6722,37.3920,59.6722,37.0286
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210701A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,สาขาวิชาชีววิทยา (รูปแบบที่ 1),0,0,20,409,20,20,74.8000,60.4998,74.8000,58.4275
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210701A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,สาขาวิชาชีววิทยา (รูปแบบที่ 2),0,0,16,980,16,16,67.4996,63.1716,67.4996,62.1000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210901A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางภาพและการพิมพ์,,0,0,50,137,50,50,56.6000,40.3040,56.6000,39.4540
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123211001A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,สาขาวิชาเทคโนโลยีทางอาหาร (รูปแบบที่ 1),เทคโนโลยีทางอาหาร,0,38,969,38,38,74.3110,62.9054,74.3110,62.8104
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123211001A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,สาขาวิชาเทคโนโลยีทางอาหาร (รูปแบบที่ 2),เทคโนโลยีทางอาหาร,0,38,169,38,38,52.1666,35.9688,52.1666,35.8710
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212301A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธรณีวิทยา,,0,0,21,369,21,21,76.1166,60.8382,76.1166,59.9666
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพฤกษศาสตร์,,0,0,50,231,50,50,51.7500,41.9054,51.0110,37.4500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212601A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพันธุศาสตร์,,0,0,50,308,50,50,63.9610,46.3110,63.9610,45.8500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212701A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,,0,0,50,355,50,50,73.8440,54.9108,73.8440,54.0776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212801A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวัสดุศาสตร์และเทคโนโลยี,สาขาวิชาวัสดุศาสตร์และเทคโนโลยี (รูปแบบที่ 1),วัสดุศาสตร์และเทคโนโลยี,0,53,"1,127",53,53,66.8438,58.5666,63.2828,58.0886
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212801A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวัสดุศาสตร์และเทคโนโลยี,สาขาวิชาวัสดุศาสตร์และเทคโนโลยี (รูปแบบที่ 2),วัสดุศาสตร์และเทคโนโลยี,0,36,85,36,36,44.3276,33.0332,44.3276,32.5110
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213001A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทางทะเล,,0,0,33,127,33,33,56.4866,33.3732,52.8632,30.9232
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213101A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,,0,0,82,495,82,82,59.9797,52.0919,58.5786,51.4703
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213201A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตววิทยา,สาขาวิชาสัตววิทยา (รูปแบบที่ 1),0,0,6,139,6,6,71.7164,58.4164,71.7164,57.6998
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213201A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตววิทยา,สาขาวิชาสัตววิทยา (รูปแบบที่ 2),0,0,6,548,6,6,66.4164,62.0386,66.4164,61.1110
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,,0,0,21,684,21,21,76.7972,67.2497,76.7972,67.2497
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,การปกครอง,2431,61,"1,238",37,37,77.4583,70.8694,77.4583,70.8583
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาฝรั่งเศส,การปกครอง,2431,61,160,5,5,72.5527,71.2277,72.5527,70.7972
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาเยอรมัน,การปกครอง,2431,61,66,5,6,76.3333,71.3722,76.3333,70.8000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาญี่ปุ่น,การปกครอง,2431,61,129,5,4,75.6777,71.1138,75.6777,71.1138
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาเกาหลี,การปกครอง,2431,61,100,2,2,72.8583,72.8333,72.8583,72.8333
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาจีน,การปกครอง,2431,61,151,5,5,72.7583,70.8805,72.7583,70.8805
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาสเปน,การปกครอง,2431,61,67,2,2,73.6361,72.2361,73.6361,72.2361
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,ความสัมพันธ์ระหว่างประเทศ,2432,66,473,5,4,85.9666,79.3054,85.9666,79.3054
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาไทย,ความสัมพันธ์ระหว่างประเทศ,2432,66,"1,702",33,34,88.1582,78.2500,88.1582,78.1500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาฝรั่งเศส,ความสัมพันธ์ระหว่างประเทศ,2432,66,141,7,7,87.4500,78.8776,87.4500,78.8776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาเยอรมัน,ความสัมพันธ์ระหว่างประเทศ,2432,66,60,2,2,78.9054,78.4332,78.9054,78.4332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาญี่ปุ่น,ความสัมพันธ์ระหว่างประเทศ,2432,66,140,7,7,87.1166,79.7750,87.1166,79.7750
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาเกาหลี,ความสัมพันธ์ระหว่างประเทศ,2432,66,83,2,2,79.5694,78.9916,79.5694,78.9916
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาจีน,ความสัมพันธ์ระหว่างประเทศ,2432,66,116,3,3,85.8776,78.9554,85.8776,78.9554
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาสเปน,ความสัมพันธ์ระหว่างประเทศ,2432,66,53,7,7,84.3832,79.0694,84.3832,79.0694
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,สังคมวิทยาและมานุษยวิทยา,2433,61,241,4,4,74.8610,73.3680,74.8610,73.3680
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาไทย,สังคมวิทยาและมานุษยวิทยา,2433,61,"1,389",51,52,78.8888,73.2985,78.8888,73.0555
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาฝรั่งเศส,สังคมวิทยาและมานุษยวิทยา,2433,61,64,3,2,80.6110,75.3750,80.6110,76.4165
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเยอรมัน,สังคมวิทยาและมานุษยวิทยา,2433,61,21,1,1,73.3888,73.3888,73.3888,73.3888
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาญี่ปุ่น,สังคมวิทยาและมานุษยวิทยา,2433,61,56,1,1,73.4583,73.4583,73.4583,73.4583
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเกาหลี,สังคมวิทยาและมานุษยวิทยา,2433,61,44,1,1,73.6458,73.6458,73.6458,73.6458
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาจีน,สังคมวิทยาและมานุษยวิทยา,2433,61,59,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาสเปน,สังคมวิทยาและมานุษยวิทยา,2433,61,28,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาอังกฤษ,รัฐประศาสนศาสตร์,2434,66,779,63,63,77.2985,68.1582,77.2985,68.0791
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,รัฐประศาสนศาสตร์,2434,66,5,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,รัฐประศาสนศาสตร์,2434,66,5,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,รัฐประศาสนศาสตร์,2434,66,12,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาเกาหลี,รัฐประศาสนศาสตร์,2434,66,3,3,3,70.1388,68.5276,70.1388,68.5276
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาจีน,รัฐประศาสนศาสตร์,2434,66,14,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาสเปน,รัฐประศาสนศาสตร์,2434,66,8,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400201A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรการออกแบบอุตสาหกรรมบัณฑิต สาขาวิชาการออกแบบอุตสาหกรรม,,0,0,5,134,5,5,61.1500,58.6000,59.1000,58.2500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400301A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรภูมิสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาภูมิสถาปัตยกรรม,,0,0,10,140,10,10,58.6000,55.5500,58.6000,54.2000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400401A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมผังเมือง,,0,0,9,172,9,9,57.1000,54.1000,57.1000,53.8500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400501A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรม,,0,0,11,260,11,11,74.2500,63.0000,74.2500,61.1500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400701A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมภายใน,,0,0,5,183,5,5,66.0000,61.3500,66.0000,59.5000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610501A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต (รูปแบบที่ 1),0,0,240,"3,403",241,241,94.7220,81.0220,94.7220,80.9664
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610501A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต (รูปแบบที่ 2),0,0,20,940,20,20,94.9776,79.2552,94.9776,77.9220
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610801A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,หลักสูตรบริหารธุรกิจบัณฑิต (รูปแบบที่ 1),0,0,240,"3,536",242,240,89.6552,77.4444,89.6552,77.3664
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610801A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,หลักสูตรบริหารธุรกิจบัณฑิต (รูปแบบที่ 2),0,0,20,867,20,20,85.8220,67.9332,85.8220,67.7108
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต,สถิติและวิทยาการข้อมูล,0,40,548,40,40,79.2220,63.8444,79.2220,63.2000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต ,การประกันภัย,0,40,487,40,40,83.5000,61.6776,83.5000,61.3776
