สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน ประมวลผลครั้งที่ 1,ผ่าน ประมวลผลครั้งที่ 2,คะแนนสูงสุด ประมวลผลครั้งที่ 1,คะแนนต่ำสุด ประมวลผลครั้งที่ 1,คะแนนสูงสุด ประมวลผลครั้งที่ 2,คะแนนต่ำสุด ประมวลผลครั้งที่ 2
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610271A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การจัดการการค้าและการเป็นผู้ประกอบการ,,การจัดการการค้าและการเป็นผู้ประกอบการ,0,30,29,8,4,75.5000,0.0000,73.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610532A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การบัญชี,,การบัญชี,0,50,67,27,19,96.5000,0.0000,95.5000,50.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610538A,คณะบริหารธุรกิจและการจัดการ,บช.บ.หลักสูตรบัญชีบัณฑิต,,หลักสูตรบัญชีบัณฑิต,0,20,64,20,20,99.0000,69.7500,92.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610586A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การบัญชี (ต่อเนื่อง),,การบัญชี (ต่อเนื่อง),0,35,6,6,3,92.5000,72.2500,92.5000,72.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610633A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การตลาด,,การตลาด,0,25,62,19,16,93.5000,0.0000,93.5000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104901131A,คณะบริหารธุรกิจและการจัดการ,ศศ.บ.นิเทศศาสตร์,,นิเทศศาสตร์,0,10,63,10,10,83.5000,72.0000,78.0000,64.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105110489A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.การจัดการโลจิสติกส์และซัพพลายเซน,,การจัดการโลจิสติกส์และซัพพลายเซน,0,15,49,15,15,96.5000,53.2500,87.5000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105210891A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีดิจิทัล,,เทคโนโลยีดิจิทัล,0,30,6,0,0,0.0000,0.0000,0.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105211584A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีไฟฟ้า,,เทคโนโลยีไฟฟ้า,0,15,29,14,14,92.0000,0.0000,92.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105211783A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีโยธาและสถาปัตยกรรม,,เทคโนโลยีโยธาและสถาปัตยกรรม,0,15,29,9,8,93.5000,62.7500,93.0000,62.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105212085A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ. เทคโนโลยีอิเล็กทรอนิกส์และออโตเมชัน,,เทคโนโลยีอิเล็กทรอนิกส์และออโตเมชัน,0,10,7,2,2,96.5000,92.2500,96.5000,92.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105212141A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีคอมพิวเตอร์,,เทคโนโลยีคอมพิวเตอร์,0,15,15,3,3,72.0000,0.0000,72.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105212169A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.การจัดการอุตสาหกรรมและนวัตกรรม CWIE,,การจัดการอุตสาหกรรมและนวัตกรรม CWIE,0,10,7,1,0,59.5000,59.5000,0.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105220140A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีสารสนเทศ,,เทคโนโลยีสารสนเทศ,0,10,6,3,2,84.5000,70.7500,78.0000,70.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105220592A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีเกม,,เทคโนโลยีเกม,0,10,18,4,2,88.0000,55.2500,81.5000,55.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105300590A,คณะเทคโนโลยีอุตสาหกรรม,วศ.บ.วิศวกรรมคอมพิวเตอร์และเครือข่าย,,วิศวกรรมคอมพิวเตอร์และเครือข่าย,0,10,27,5,3,87.5000,0.0000,87.5000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105400265A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีการออกแบบผลิตภัณฑ์,,เทคโนโลยีการออกแบบผลิตภัณฑ์,0,15,7,1,1,61.5000,61.5000,61.5000,61.5000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710106111846A,คณะเกษตรศาสตร์,วท.บ.เทคโนโลยีอาหาร,,เทคโนโลยีอาหาร,0,20,11,1,0,80.5000,80.5000,0.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710106111849A,คณะเกษตรศาสตร์,วท.บ.ธุรกิจอาหารและโภชนาการ,,ธุรกิจอาหารและโภชนาการ,0,25,15,9,8,97.5000,0.0000,97.5000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710106213248A,คณะเกษตรศาสตร์,วท.บ.สัตวศาสตร์,,สัตวศาสตร์,0,5,44,5,5,83.7500,74.7500,83.7500,69.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710106500147A,คณะเกษตรศาสตร์,วท.บ.เกษตรศาสตร์,,เกษตรศาสตร์,0,25,19,2,2,89.0000,86.5000,89.0000,86.5000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710107901050A,คณะนิติศาสตร์,น.บ.หลักสูตรนิติศาสตรบัณฑิต,,หลักสูตรนิติศาสตรบัณฑิต,0,21,110,22,21,90.2500,78.0000,90.2500,65.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710108110752A,คณะแพทย์แผนไทยและแพทย์ทางเลือก,พท.บ.การแพทย์แผนไทย,,การแพทย์แผนไทย,0,25,107,26,25,99.7500,85.2500,99.7500,79.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710108111188A,คณะแพทย์แผนไทยและแพทย์ทางเลือก,วท.บ.วิทยาศาสตร์เครื่องสำอางและสปา,,วิทยาศาสตร์เครื่องสำอางและสปา,0,25,56,17,13,97.5000,61.7500,97.5000,61.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710109112753A,คณะสาธารณสุขศาสตร์,ส.บ.สาธารณสุขชุมชน,,สาธารณสุขชุมชน,0,10,302,9,10,100.0000,97.0000,100.0000,94.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710109112754A,คณะสาธารณสุขศาสตร์,วท.บ.อาชีวอนามัยและความปลอดภัย,,อาชีวอนามัยและความปลอดภัย,0,10,162,8,10,98.0000,94.0000,98.0000,91.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710110111755A,คณะพยาบาลศาสตร์,พย.บ.พยาบาลศาสตร์,,พยาบาลศาสตร์,0,39,"1,052",39,39,56.4100,49.4948,56.4100,49.4849
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710111211657A,คณะวิทยาการคอมพิวเตอร์,วท.บ.เทคโนโลยีมัลติมีเดียและแอนิเมชัน,,เทคโนโลยีมัลติมีเดียและแอนิเมชัน,0,20,37,10,10,93.7500,0.0000,93.7500,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710111220256A,คณะวิทยาการคอมพิวเตอร์,วท.บ.วิทยาการคอมพิวเตอร์,,วิทยาการคอมพิวเตอร์,0,25,35,11,9,95.2500,0.0000,84.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710111220458A,คณะวิทยาการคอมพิวเตอร์,วท.บ.วิศวกรรมซอฟต์แวร์,,วิศวกรรมซอฟต์แวร์,0,25,28,7,4,89.7500,64.5000,89.2500,83.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101700201A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการประถมศึกษา,,0,0,9,414,9,9,74.4914,72.2748,74.4914,71.8831
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101700401A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาวัดผลการศึกษาและการสอนคณิตศาสตร์,,0,0,21,159,23,22,99.0000,86.2500,99.0000,86.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101700601A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการศึกษาปฐมวัย,,0,0,23,391,23,23,76.6332,72.3498,76.3999,72.1165
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101700801A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,,0,0,29,321,29,29,78.7583,69.7166,78.7583,68.9749
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101700901A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาคอมพิวเตอร์ศึกษา,,0,0,10,80,10,10,72.6318,66.0625,72.6318,66.0625
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101701201A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาจิตวิทยาและการแนะแนว,,0,0,7,74,7,7,75.6220,66.7138,75.6220,66.7138
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101701301A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาชีววิทยา,,0,0,35,345,35,35,99.7500,89.2500,98.2500,86.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101701501A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาเทคโนโลยีดิจิทัลเพื่อการศึกษา,,0,0,28,17,6,6,64.0833,35.5583,64.0833,35.5583
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101702001A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย,,0,0,25,676,25,25,93.2000,87.3000,93.2000,87.2750
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101702002A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,0,0,53,249,53,53,82.1914,71.1664,82.1914,70.8750
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101702401A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทั่วไป,,0,0,45,140,45,45,70.5608,55.5179,70.5608,48.5956
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101702501A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาศิลปศึกษา,,0,0,7,32,7,7,69.8748,65.1332,69.2832,62.2665
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101702502A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชานาฏยศิลป์ศึกษา,,0,0,14,33,8,6,80.9000,30.6250,80.9000,30.6250
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101702701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาสังคมศึกษา,,0,0,36,267,37,36,69.3500,62.7500,69.0608,62.6052
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102800101A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาครีเอทีฟกราฟิก,,0,0,60,52,18,15,81.6110,56.2000,81.6110,56.2000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102800401A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชานาฏยศาสตร์และการแสดง,,0,0,25,29,7,5,88.7500,61.2500,88.7500,61.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102901001A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรนิติศาสตรบัณฑิต สาขาวิชานิติศาสตร์,,0,0,80,264,80,62,96.2500,65.5000,94.2500,58.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102901801A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน,,0,0,60,161,53,46,96.7500,65.0000,96.7500,65.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102902001A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย,,0,0,80,150,62,52,92.5000,50.0000,92.5000,55.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102902501A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,0,0,80,224,65,53,99.5000,64.0000,99.5000,64.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102902801A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาและวัฒนธรรมเอเชียตะวันออก (แขนงวิชาภาษาและวัฒนธรรมเกาหลี),,0,0,30,70,24,19,98.0000,63.2500,98.0000,69.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102903101A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,,0,0,120,173,43,35,99.7500,51.7500,99.7500,54.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102903501A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสังคมศาสตร์เพื่อการพัฒนา,,0,0,60,75,13,9,94.7500,60.2500,90.0000,65.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610301E,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจระหว่างประเทศ (หลักสูตรนานาชาติ),,0,0,20,22,2,2,65.7500,54.2500,65.7500,54.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610401A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจและทรัพยากรมนุษย์,,0,0,80,76,11,10,92.7500,52.2500,92.7500,52.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610501A,คณะวิทยาการจัดการ,หลักสูตรบัญชีบัณฑิต สาขาวิชาการบัญชี,,0,0,100,320,84,69,99.0000,0.0000,99.0000,0.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610601A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาดดิจิทัลเชิงสร้างสรรค์,,0,0,80,164,45,39,97.2500,0.0000,97.2500,0.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610701A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจดิจิทัล,,0,0,60,54,8,6,92.0000,0.0000,90.2500,0.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610801A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการเป็นผู้ประกอบการ,,0,0,60,95,15,12,85.0000,54.2500,85.0000,54.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103611001A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการโลจิสติกส์และโซ่อุปทาน,,0,0,40,160,35,26,93.5000,54.5000,93.5000,54.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103611101A,คณะวิทยาการจัดการ,หลักสูตรเศรษฐศาสตรบัณฑิต สาขาวิชานวัตกรรมทางเศรษฐกิจ การเงินและการลงทุน,,0,0,50,54,12,9,89.5000,68.2500,89.5000,68.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103620101A,คณะวิทยาการจัดการ,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชานวัตกรรมการท่องเที่ยว,,0,0,60,112,21,17,97.2500,52.2500,84.5000,52.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103900401A,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาการสื่อสารดิจิทัลคอนเทนต์,,0,0,80,113,24,20,94.2500,0.0000,94.2500,0.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103901101A,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาการสื่อสารการตลาดและธุรกิจบันเทิง,,0,0,60,174,52,43,95.7500,55.5000,95.7500,55.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103901601A,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาภาพยนตร์,,0,0,70,285,70,63,95.5000,65.7500,95.5000,48.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103903801A,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาบรอดคาสติงและสื่อสตรีมมิง,,0,0,80,85,17,13,94.0000,45.7500,94.0000,45.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104110701A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรการแพทย์แผนไทยบัณฑิต สาขาวิชาการแพทย์แผนไทย,,0,0,20,213,23,20,99.0000,91.5000,97.7500,91.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104111101A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการธุรกิจสุขภาพและความงาม,,0,0,30,100,25,20,83.0081,11.4999,83.0081,11.4999
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104111102A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสุขภาพ,,0,0,30,59,14,12,94.7500,71.0000,94.7500,71.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104111301A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคนิคการแพทย์,,0,0,30,553,30,30,49.4066,42.3658,49.4066,42.3658
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112101A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การแพทย์,,0,0,50,313,50,50,81.6875,71.1291,81.6875,70.1125
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112102A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสมุนไพรและกัญชาศาสตร์,,0,0,30,24,9,5,87.5000,56.7500,85.5000,56.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112201A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยาการแพทย์,,0,0,40,330,43,43,98.5000,88.0000,98.5000,86.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112701A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอาชีวอนามัยและความปลอดภัย,,0,0,60,306,62,62,97.7500,82.7500,97.7500,80.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112702A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรสาธารณสุขศาสตรบัณฑิต สาขาวิชาสาธารณสุขศาสตร์,,0,0,40,507,41,40,88.0666,79.1500,88.0666,77.5722
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104211001A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีการอาหาร,,0,0,60,49,5,4,96.5000,72.0000,96.5000,77.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104211601A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาแอนิเมชัน เกม และดิจิทัลมีเดีย,,0,0,30,128,32,28,97.7500,49.2500,97.7500,49.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104211901A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อม,,0,0,30,24,3,2,82.2500,76.7500,82.2500,76.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104212003A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคอมพิวเตอร์อิเล็กทรอนิกส์,,0,0,40,27,4,4,89.5000,57.7500,89.5000,57.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104220101A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและวิทยาการข้อมูล,,0,0,40,32,3,3,76.7500,56.0000,76.7500,56.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104220201A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,,0,0,60,83,19,17,99.2500,50.0000,99.2500,50.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104500201A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีการเกษตร,,0,0,40,9,1,1,67.0000,67.0000,67.0000,67.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740105111801A,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการประกอบและบริการอาหาร,,0,0,30,23,3,3,93.2500,78.2500,93.2500,78.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740105210201A,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีโลจิสติกส์,,0,0,40,64,13,10,88.2500,50.7500,88.2500,50.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740105212103A,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาการจัดการอุตสาหกรรม (ต่อเนื่อง),,0,0,30,2,0,0,0.0000,0.0000,0.0000,0.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740105212201A,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการผลิตและคุณภาพ),,0,0,30,24,3,2,83.2500,72.7500,80.5000,72.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740105212202A,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการคลังสินค้า),,0,0,30,34,7,4,96.0000,59.2500,72.7500,59.2500
