programCode,university,facultyName,program,majorName,detail,weightsYear,estMinScore,tgat,tgat1,tgat2,tgat3,tpat1,tpat11,tpat12,tpat13,tpat2,tpat21,tpat22,tpat23,tpat3,tpat4,tpat5,a_lv_61,a_lv_62,a_lv_63,a_lv_64,a_lv_65,a_lv_66,a_lv_70,a_lv_81,a_lv_82,a_lv_83,a_lv_84,a_lv_85,a_lv_86,a_lv_87,a_lv_88,a_lv_89
10030103500201A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์,เกษตรศาสตร์ วิชาเอกกีฏวิทยา แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกกีฏวิทยา แผนที่ 2,2569,28.5214,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
10030103500201A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์,เกษตรศาสตร์ วิชาเอกโรคพืชวิทยา แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกโรคพืชวิทยา แผนที่ 2,2569,28.5214,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
10030103500201A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์,เกษตรศาสตร์ วิชาเอกพืชไร่ แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกพืชไร่ แผนที่ 2,2569,28.5214,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
10030103500201A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์,เกษตรศาสตร์ วิชาเอกการส่งเสริมและพัฒนาการเกษตร แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกการส่งเสริมและพัฒนาการเกษตร แผนที่ 2,2569,28.5214,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
10030103500201A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์,เกษตรศาสตร์ วิชาเอกปฐพีศาสตร์และสิ่งแวดล้อม แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกปฐพีศาสตร์และสิ่งแวดล้อม แผนที่ 2,2569,28.5214,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
10030103500202A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เศรษฐศาสตร์เกษตรและธุรกิจเกษตร) เศรษฐศาสตร์เกษตรและธุรกิจเกษตร,เศรษฐศาสตร์เกษตรและธุรกิจเกษตร แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เศรษฐศาสตร์เกษตรและธุรกิจเกษตร) เศรษฐศาสตร์เกษตรและธุรกิจเกษตร แผนที่ 2,2569,28.5249,10,,,,,,,,,,,,10,,,20,,,10,10,20,5,5,10,,,,,,,
10030103501203A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (สัตวศาสตร์) สัตวศาสตร์,สัตวศาสตร์ แผนที่ 2,คณะเกษตรศาสตร์ วท.บ.(สัตวศาสตร์) สัตวศาสตร์ แผนที่ 2,2569,29.762,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
10030103500401A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,เกษตรศาสตรบัณฑิต (เกษตรนวัตกรรม) เกษตรนวัตกรรม,,คณะเกษตรศาสตร์ เกษตรนวัตกรรม,2569,28.6316,10,,,,,,,,,,,,10,,,15,,,10,10,20,5,5,15,,,,,,,
10030103500201A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์,เกษตรศาสตร์ วิชาเอกพืชสวน แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกพืชสวน แผนที่ 2,2569,28.5214,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
10030103500602A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (การประมง) การประมง แผนที่ 2,,คณะเกษตรศาสตร์ วท.บ. (การประมง) การประมง แผนที่ 2,2569,28.9026,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
10030103500601A,มหาวิทยาลัยขอนแก่น,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (การประมง) การประมง,,คณะเกษตรศาสตร์ การประมง แผนที่ 1,2569,28.9026,10,,,,,,,,,,,,10,,,15,,,10,15,20,5,5,10,,,,,,,
